id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
486	jaiswal a.k. (2021)	"<table><tr><td>Authors:</td><td>jaiswal a.k.; tiwari s.; jamal s.b.; de castro oliveira l.; sales-campos h.; andrade-silva l.e.; oliveira c.j.f.; ghosh p.; barh d.; azevedo v.; soares s.c.; junior v.r.; da silva m.v.</td></tr><tr><td>Title:</td><td>reverse vaccinology and subtractive genomics approaches for identifying common therapeutics against mycobacterium leprae and mycobacterium lepromatosis</td></tr><tr><td>Source:</td><td>journal of venomous animals and toxins including tropical diseases, 27</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1590/1678-9199-jvatitd-2020-0027	-1.1002	1.2185	6	1	1	1	0.4789	2021	1	0.4789
487	azazi a. (2021)	"<table><tr><td>Authors:</td><td>azazi a.; haron f.n.; chua k.h.; lim y.a.l.; lee p.c.; chew c.h.</td></tr><tr><td>Title:</td><td>bioinformatics characterization of plasmodium knowlesi apical membrane antigen 1 (pkama1) for multi-epitope vaccine design</td></tr><tr><td>Source:</td><td>tropical biomedicine, 38(3), 265-275</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.47665/tb.38.3.067	-1.0322	-0.0182	1	230	467	0	0	2021	0	0
488	thangamariappan e. (2021a)	"<table><tr><td>Authors:</td><td>thangamariappan e.; mohan m.; sundar k.</td></tr><tr><td>Title:</td><td>computational prediction of b-cell epitopes of mycobacterium tuberculosis-implications in vaccine design [mycobacterium tuberculosis'in b hücresi epitoplarinin hesaplamali tahmini-aşi tasarimindaki etkileri]</td></tr><tr><td>Source:</td><td>mediterranean journal of infection, microbes and antimicrobials, 10</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.4274/mjima.galenos.2021.2021.23	-0.3077	2.3754	6	3	4	0	0	2021	0	0
489	prado l.c.d.s. (2021)	"<table><tr><td>Authors:</td><td>prado l.c.d.s.; giacchetto felice a.; rodrigues t.c.v.; tiwari s.; andrade b.s.; kato r.b.; oliveira c.j.f.; silva m.v.; barh d.; azevedo v.a.d.c.; jaiswal a.k.; soares s.d.c.</td></tr><tr><td>Title:</td><td>new putative therapeutic targets against serratia marcescens using reverse vaccinology and subtractive genomics</td></tr><tr><td>Source:</td><td>journal of biomolecular structure and dynamics</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/07391102.2021.1942211	0.1276	-0.1526	3	351	723	1	0.4789	2021	1	0.4789
490	thangamariappan e. (2021b)	"<table><tr><td>Authors:</td><td>thangamariappan e.; mohan m.; sundar k.</td></tr><tr><td>Title:</td><td>computational mapping of class i hla-a specific cytotoxic t lymphocyte epitopes of mycobacterium tuberculosis and their potential role in vaccine design [aşı tasarımında mycobacterium tuberculosis’in sınıf i hla-a’ya özgü sitotoksik t lenfosit epitoplarının işlemsel haritalaması]</td></tr><tr><td>Source:</td><td>turkish journal of immunology, 9(1), 20-27</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.5222/tji.2021.54254	-0.3103	2.3754	6	6	8	0	0	2021	0	0
491	felice a.g. (2021a)	"<table><tr><td>Authors:</td><td>felice a.g.; santos l.n.q.; kolossowski i.; zen f.l.; alves l.g.; rodrigues t.c.v.; prado l.c.s.; jaiswal a.k.; tiwari s.; miranda f.m.; ramos r.t.j.; azevedo v.; oliveira c.j.f.; benevides l.j.; soares s.c.</td></tr><tr><td>Title:</td><td>comparative genomics of bordetella pertussis and prediction of new vaccines and drug targets</td></tr><tr><td>Source:</td><td>journal of biomolecular structure and dynamics</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/07391102.2021.1940279	-0.38	-0.2277	3	137	220	0	0	2021	0	0
492	hossein mohammadzadeh hosseini moghri s.a. (2021)	"<table><tr><td>Authors:</td><td>hossein mohammadzadeh hosseini moghri s.a.; hassan kiadeh s.g.; rahaiee s.</td></tr><tr><td>Title:</td><td>in silico investigation of lysostaphin-producing novel strains as an enzybiotic against methicillin-resistant staphylococcus aureus</td></tr><tr><td>Source:</td><td>informatics in medicine unlocked, 24</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.imu.2021.100623	-0.8263	-0.0098	5	98	128	0	0	2021	0	0
493	ambrose j.m. (2021)	"<table><tr><td>Authors:</td><td>ambrose j.m.; veeraraghavan v.p.; kullappan m.; chellapandiyan p.; mohan s.k.; manivel v.a.</td></tr><tr><td>Title:</td><td>comparison of immunological profiles of sars-cov-2 variants in the covid-19 pandemic trends: an immunoinformatics approach</td></tr><tr><td>Source:</td><td>antibiotics, 10(5)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3390/antibiotics10050535	-0.3945	0.3268	1	17	26	3	1.4368	2021	3	1.4368
494	jia z. (2021)	"<table><tr><td>Authors:</td><td>jia z.; gong w.; liang y.; wu x.; zhao w.</td></tr><tr><td>Title:</td><td>prediction and analyses of hla-ii restricted mycobacterium tuberculosis cd4+ t cell epitopes in the chinese population</td></tr><tr><td>Source:</td><td>biotechnology and applied biochemistry</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1002/bab.2171	-1.0737	-0.134	1	177	240	2	0.9579	2021	2	0.9579
495	burgos-reyes m.a. (2021)	"<table><tr><td>Authors:</td><td>burgos-reyes m.a.; baylón-pacheco l.; espíritu-gordillo p.; galindo-gómez s.; tsutsumi v.; rosales-encina j.l.</td></tr><tr><td>Title:</td><td>effect of prophylactic vaccination with the membrane-bound acid phosphatase gene of leishmania mexicana in the murine model of localized cutaneous leishmaniasis</td></tr><tr><td>Source:</td><td>journal of immunology research, 2021</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1155/2021/6624246	-0.5211	-0.1811	1	108	125	0	0	2021	0	0
496	jena m. (2021)	"<table><tr><td>Authors:</td><td>jena m.; kumar v.; kancharla s.; kolli p.</td></tr><tr><td>Title:</td><td>reverse vaccinology approach towards the in-silico multiepitope vaccine development against sars-cov-2</td></tr><tr><td>Source:</td><td>f1000research, 10</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.12688/f1000research.36371.1	-1.1568	-0.1004	1	217	496	1	0.4789	2021	1	0.4789
497	xie j. (2021)	"<table><tr><td>Authors:</td><td>xie j.; zi w.; li z.; he y.</td></tr><tr><td>Title:</td><td>ontology-based precision vaccinology for deep mechanism understanding and precision vaccine development</td></tr><tr><td>Source:</td><td>current pharmaceutical design, 27(7), 900-910</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.2174/1381612826666201125112131	-0.3584	1.4137	6	143	148	1	0.4789	2021	1	0.4789
498	felice a.g. (2021b)	"<table><tr><td>Authors:</td><td>felice a.g.; alves l.g.; freitas a.s.f.; rodrigues t.c.v.; jaiswal a.k.; tiwari s.; gomes l.g.r.; miranda f.m.; ramos r.t.j.; azevedo v.; oliveira l.c.; oliveira c.j.; soares s.d.c.; benevides l.j.</td></tr><tr><td>Title:</td><td>pan-genomic analyses of 47 complete genomes of the rickettsia genus and prediction of new vaccine targets and virulence factors of the species</td></tr><tr><td>Source:</td><td>journal of biomolecular structure and dynamics</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/07391102.2021.1898473	-0.3901	-0.3335	3	156	264	0	0	2021	0	0
499	woolums a.r. (2021)	"<table><tr><td>Authors:</td><td>woolums a.r.; swiderski c.</td></tr><tr><td>Title:</td><td>new approaches to vaccinology made possible by advances in next generation sequencing, bioinformatics and protein modeling</td></tr><tr><td>Source:</td><td>current issues in molecular biology, 42, 605-634</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.21775/cimb.042.605	0.347	0.2388	5	266	416	0	0	2021	0	0
500	ma c. (2021)	"<table><tr><td>Authors:</td><td>ma c.; chen w.</td></tr><tr><td>Title:</td><td>where are we and how far is there to go in the development of an acinetobacter vaccine?</td></tr><tr><td>Source:</td><td>expert review of vaccines, 20(3), 281-295</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/14760584.2021.1887735	-0.3078	-0.2576	3	93	208	1	0.4789	2021	1	0.4789
501	robleda-castillo r. (2021)	"<table><tr><td>Authors:</td><td>robleda-castillo r.; ros-lucas a.; martinez-peinado n.; alonso-padilla j.</td></tr><tr><td>Title:</td><td>an overview of current uses and future opportunities for computer-assisted design of vaccines for neglected tropical diseases</td></tr><tr><td>Source:</td><td>advances and applications in bioinformatics and chemistry, 14, 25-47</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.2147/aabc.s258759	-0.2413	1.627	6	2	2	1	0.4789	2021	1	0.4789
502	ismail m. (2021)	"<table><tr><td>Authors:</td><td>ismail m.; sajid z.; ali a.; wu x.; muhammad s.a.; shaikh r.s.</td></tr><tr><td>Title:</td><td>prediction of prophylactic peptide vaccine candidates for human papillo-mavirus (hpv): immunoinformatics and reverse vaccinology approaches</td></tr><tr><td>Source:</td><td>current proteomics, 18(2), 178-192</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.2174/1570164617999200505095802	-0.4222	0.0816	1	332	543	0	0	2021	0	0
503	pandey r.k. (2021)	"<table><tr><td>Authors:</td><td>pandey r.k.; dikhit m.r.; lokhande k.b.; pandey k.; das p.; bimal s.</td></tr><tr><td>Title:</td><td>an immunoprophylactic evaluation of ld-odc derived hla-a0201 restricted peptides against visceral leishmaniasis</td></tr><tr><td>Source:</td><td>journal of biomolecular structure and dynamics</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/07391102.2021.1876773	-1.1028	0.0762	1	122	220	0	0	2021	0	0
504	shankar u. (2021)	"<table><tr><td>Authors:</td><td>shankar u.; jain n.; mishra s.k.; sk m.f.; kar p.; kumar a.</td></tr><tr><td>Title:</td><td>mining of ebola virus genome for the construction of multi-epitope vaccine to combat its infection</td></tr><tr><td>Source:</td><td>journal of biomolecular structure and dynamics</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/07391102.2021.1874529	-0.8677	-0.1971	1	236	543	2	0.9579	2021	2	0.9579
506	sarkar b. (2021)	"<table><tr><td>Authors:</td><td>sarkar b.; ullah m.a.; araf y.; das s.; rahman m.h.; moin a.t.</td></tr><tr><td>Title:</td><td>designing novel epitope-based polyvalent vaccines against herpes simplex virus-1 and 2 exploiting the immunoinformatics approach</td></tr><tr><td>Source:</td><td>journal of biomolecular structure and dynamics, 39(17), 6585-6605</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/07391102.2020.1803969	-0.9037	0.005	1	338	1055	2	0.9579	2021	2	0.9579
507	enayatkhani m. (2021)	"<table><tr><td>Authors:</td><td>enayatkhani m.; hasaniazad m.; faezi s.; gouklani h.; davoodian p.; ahmadi n.; einakian m.a.; karmostaji a.; ahmadi k.</td></tr><tr><td>Title:</td><td>reverse vaccinology approach to design a novel multi-epitope vaccine candidate against covid-19: an in silico study</td></tr><tr><td>Source:</td><td>journal of biomolecular structure and dynamics, 39(8), 2857-2872</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/07391102.2020.1756411	-0.9635	0.0008	1	234	493	110	52.682	2021	110	52.682
508	rappuoli r. (2021)	"<table><tr><td>Authors:</td><td>rappuoli r.; de gregorio e.; giudice g.d.; phogat s.; pecetta s.; pizza m.; hanon e.</td></tr><tr><td>Title:</td><td>vaccinology in the post−covid-19 era</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america, 118(3)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1073/pnas.2020368118	0.6352	0.2076	5	279	443	12	5.7471	2021	12	5.7471
509	wang w. (2021)	"<table><tr><td>Authors:</td><td>wang w.; liu j.; guo s.; liu l.; yuan q.; guo l.; pan s.</td></tr><tr><td>Title:</td><td>identification of vibrio parahaemolyticus and vibrio spp. specific outer membrane proteins by reverse vaccinology and surface proteome</td></tr><tr><td>Source:</td><td>frontiers in microbiology, 11</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3389/fmicb.2020.625315	0.3751	-0.2597	2	305	521	0	0	2021	0	0
510	martínez y.a. (2021)	"<table><tr><td>Authors:</td><td>martínez y.a.; guo x.; portales-pérez d.p.; rivera g.; castañeda-delgado j.e.; garcía-pérez c.a.; enciso-moreno j.a.; lara-ramírez e.e.</td></tr><tr><td>Title:</td><td>the analysis on the human protein domain targets and host-like interacting motifs for the mers-cov and sars-cov/cov-2 infers the molecular mimicry of coronavirus</td></tr><tr><td>Source:</td><td>plos one, 16(2 february)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1371/journal.pone.0246901	-0.6804	1.5314	6	1	1	1	0.4789	2021	1	0.4789
511	ashfaq u.a. (2021)	"<table><tr><td>Authors:</td><td>ashfaq u.a.; saleem s.; masoud m.s.; ahmad m.; nahid n.; bhatti r.; almatroudi a.; khurshid m.</td></tr><tr><td>Title:</td><td>rational design of multi epitope-based subunit vaccine by exploring mers-cov proteome: reverse vaccinology and molecular docking approach</td></tr><tr><td>Source:</td><td>plos one, 16(2 february)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1371/journal.pone.0245072	-0.9843	1.2488	6	3	14	5	2.3946	2021	5	2.3946
512	hajialibeigi a. (2021)	"<table><tr><td>Authors:</td><td>hajialibeigi a.; amani j.; gargari s.l.m.</td></tr><tr><td>Title:</td><td>identification and evaluation of novel vaccine candidates against shigella flexneri through reverse vaccinology approach</td></tr><tr><td>Source:</td><td>applied microbiology and biotechnology, 105(3), 1159-1173</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1007/s00253-020-11054-4	-0.3994	-0.2325	3	311	748	5	2.3946	2021	5	2.3946
513	karagöz i.k. (2021)	"<table><tr><td>Authors:</td><td>karagöz i.k.; munk m.r.; kaya m.; rückert r.; yıldırım m.; karabaş l.</td></tr><tr><td>Title:</td><td>using bioinformatic protein sequence similarity to investigate if sars cov-2 infection could cause an ocular autoimmune inflammatory reactions?</td></tr><tr><td>Source:</td><td>experimental eye research, 203</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.exer.2020.108433	-0.4063	0.0301	1	33	41	3	1.4368	2021	3	1.4368
514	gharbavi m. (2021)	"<table><tr><td>Authors:</td><td>gharbavi m.; danafar h.; amani j.; sharafi a.</td></tr><tr><td>Title:</td><td>immuno-informatics analysis and expression of a novel multi-domain antigen as a vaccine candidate against glioblastoma</td></tr><tr><td>Source:</td><td>international immunopharmacology, 91</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.intimp.2020.107265	-1.0098	-0.1499	1	239	635	0	0	2021	0	0
515	kanoi b.n. (2021)	"<table><tr><td>Authors:</td><td>kanoi b.n.; nagaoka h.; morita m.; tsuboi t.; takashima e.</td></tr><tr><td>Title:</td><td>leveraging the wheat germ cell-free protein synthesis system to accelerate malaria vaccine development</td></tr><tr><td>Source:</td><td>parasitology international, 80</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.parint.2020.102224	0.1252	0.3375	5	32	80	5	2.3946	2021	5	2.3946
516	young j.e. (2021)	"<table><tr><td>Authors:</td><td>young j.e.; dvorak c.m.t.; graham s.p.; murtaugh m.p.</td></tr><tr><td>Title:</td><td>isolation of porcine reproductive and respiratory syndrome virus gp5-specific, neutralizing monoclonal antibodies from hyperimmune sows</td></tr><tr><td>Source:</td><td>frontiers in immunology, 12</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3389/fimmu.2021.638493	-0.2026	0.3088	1	2	2	2	0.9579	2021	2	0.9579
517	wang h. (2021)	"<table><tr><td>Authors:</td><td>wang h.; ong e.; kao j.y.; sun d.; he y.</td></tr><tr><td>Title:</td><td>reverse microbiomics: a new reverse dysbiosis analysis strategy and its usage in prediction of autoantigens and virulent factors in dysbiotic gut microbiomes from rheumatoid arthritis patients</td></tr><tr><td>Source:</td><td>frontiers in microbiology, 12</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3389/fmicb.2021.633732	0.624	0.0443	4	261	470	0	0	2021	0	0
518	dariushnejad h. (2021)	"<table><tr><td>Authors:</td><td>dariushnejad h.; ghorbanzadeh v.; hashemzadeh p.</td></tr><tr><td>Title:</td><td>prediction of b- a nd t-cell epitopes using in-silico approaches: a solution to the development of recombinant vaccines against covid-19</td></tr><tr><td>Source:</td><td>minerva biotechnology and biomolecular research, 33(1), 36-42</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.23736/s2724-542x.20.02730-5	-0.3124	2.3272	6	8	10	0	0	2021	0	0
520	parthasarathi b.c. (2021)	"<table><tr><td>Authors:</td><td>parthasarathi b.c.; kumar b.; nagar g.; manjunathachar h.v.; de la fuente j.; ghosh s.</td></tr><tr><td>Title:</td><td>analysis of genetic diversity in indian isolates of rhipicephalus microplus based on bm86 gene sequence</td></tr><tr><td>Source:</td><td>vaccines, 9(3), 1-15</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3390/vaccines9030194	-0.5132	0.0799	5	165	190	0	0	2021	0	0
521	martín-galiano a.j. (2021)	"<table><tr><td>Authors:</td><td>martín-galiano a.j.; escolano-martínez m.s.; corsini b.; de la campa a.g.; yuste j.</td></tr><tr><td>Title:</td><td>immunization with sp_1992 (diia) protein of streptococcus pneumoniae reduces nasopharyngeal colonization and protects against invasive disease in mice</td></tr><tr><td>Source:</td><td>vaccines, 9(3), 1-13</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3390/vaccines9030187	-0.6569	-0.0212	1	167	250	1	0.4789	2021	1	0.4789
522	remmel j.l. (2021)	"<table><tr><td>Authors:</td><td>remmel j.l.; ackerman m.e.</td></tr><tr><td>Title:</td><td>rationalizing random walks: replicating protective antibody trajectories</td></tr><tr><td>Source:</td><td>trends in immunology, 42(3), 186-197</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.it.2021.01.001	0.4976	0.515	5	51	118	0	0	2021	0	0
523	lathwal a. (2021)	"<table><tr><td>Authors:</td><td>lathwal a.; kumar r.; raghava g.p.s.</td></tr><tr><td>Title:</td><td>in-silico identification of subunit vaccine candidates against lung cancer-associated oncogenic viruses</td></tr><tr><td>Source:</td><td>computers in biology and medicine, 130</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.compbiomed.2021.104215	-0.9851	-0.0013	1	71	87	1	0.4789	2021	1	0.4789
524	srivastava s. (2021)	"<table><tr><td>Authors:</td><td>srivastava s.; sharma s.k.; srivastava v.; kumar a.</td></tr><tr><td>Title:</td><td>proteomic exploration of listeria monocytogenes for the purpose of vaccine designing using a reverse vaccinology approach</td></tr><tr><td>Source:</td><td>international journal of peptide research and therapeutics, 27(1), 779-799</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1007/s10989-020-10128-1	-1.0253	-0.2086	1	207	334	3	1.4368	2021	3	1.4368
525	mahmood m.s. (2021)	"<table><tr><td>Authors:</td><td>mahmood m.s.; bin-t-abid d.; irshad s.; batool h.</td></tr><tr><td>Title:</td><td>analysis of putative epitope candidates of mycobacterium tuberculosis against pakistani human leukocyte antigen background: an immunoinformatic study for the development of future vaccine</td></tr><tr><td>Source:</td><td>international journal of peptide research and therapeutics, 27(1), 597-614</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1007/s10989-020-10111-w	-0.6722	-0.0584	1	248	445	1	0.4789	2021	1	0.4789
526	joshi a. (2021)	"<table><tr><td>Authors:</td><td>joshi a.; kaushik v.</td></tr><tr><td>Title:</td><td>in-silico proteomic exploratory quest: crafting t-cell epitope vaccine against whipple’s disease</td></tr><tr><td>Source:</td><td>international journal of peptide research and therapeutics, 27(1), 169-179</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1007/s10989-020-10077-9	-1.0916	-0.1168	1	198	358	6	2.8736	2021	6	2.8736
527	sanches r.c.o. (2021)	"<table><tr><td>Authors:</td><td>sanches r.c.o.; tiwari s.; ferreira l.c.g.; oliveira f.m.; lopes m.d.; passos m.j.f.; maia e.h.b.; taranto a.g.; kato r.; azevedo v.a.c.; lopes d.o.</td></tr><tr><td>Title:</td><td>immunoinformatics design of multi-epitope peptide-based vaccine against schistosoma mansoni using transmembrane proteins as a target</td></tr><tr><td>Source:</td><td>frontiers in immunology, 12</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3389/fimmu.2021.621706	-0.8366	-0.2125	1	235	557	8	3.8314	2021	8	3.8314
528	solanki v. (2021a)	"<table><tr><td>Authors:</td><td>solanki v.; tiwari m.; tiwari v.</td></tr><tr><td>Title:</td><td>immunoinformatic approach to design a multiepitope vaccine targeting non-mutational hotspot regions of structural and non-structural proteins of the sars cov2</td></tr><tr><td>Source:</td><td>peerj, 9</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.7717/peerj.11126	-0.3092	2.3691	6	4	9	0	0	2021	0	0
529	couto j. (2021)	"<table><tr><td>Authors:</td><td>couto j.; seixas g.; stutzer c.; olivier n.a.; maritz-olivier c.; antunes s.; domingos a.</td></tr><tr><td>Title:</td><td>probing the rhipicephalus bursa sialomes in potential anti-tick vaccine candidates: a reverse vaccinology approach</td></tr><tr><td>Source:</td><td>biomedicines, 9(4)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3390/biomedicines9040363	-0.3897	0.0238	5	291	671	0	0	2021	0	0
530	sharma a. (2021)	"<table><tr><td>Authors:</td><td>sharma a.; sanduja p.; anand a.; mahajan p.; guzman c.a.; yadav p.; awasthi a.; hanski e.; dua m.; johri a.k.</td></tr><tr><td>Title:</td><td>advanced strategies for development of vaccines against human bacterial pathogens</td></tr><tr><td>Source:</td><td>world journal of microbiology and biotechnology, 37(4)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1007/s11274-021-03021-6	-0.0184	-0.0977	2	288	591	1	0.4789	2021	1	0.4789
531	sohail m.s. (2021)	"<table><tr><td>Authors:</td><td>sohail m.s.; ahmed s.f.; quadeer a.a.; mckay m.r.</td></tr><tr><td>Title:</td><td>in silico t cell epitope identification for sars-cov-2: progress and perspectives</td></tr><tr><td>Source:</td><td>advanced drug delivery reviews, 171, 29-47</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.addr.2021.01.007	-0.7353	0.0701	1	267	779	13	6.2261	2021	13	6.2261
532	mcconnell m.j. (2021)	"<table><tr><td>Authors:</td><td>mcconnell m.j.; martín-galiano a.j.</td></tr><tr><td>Title:</td><td>designing multi-antigen vaccines against acinetobacter baumannii using systemic approaches</td></tr><tr><td>Source:</td><td>frontiers in immunology, 12</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3389/fimmu.2021.666742	-0.6513	0.0265	3	101	146	0	0	2021	0	0
533	artenstein a.w. (2021)	"<table><tr><td>Authors:</td><td>artenstein a.w.</td></tr><tr><td>Title:</td><td>a half-century of meningococcal vaccines</td></tr><tr><td>Source:</td><td>vaccine, 39(17), 2475-2478</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2021.03.024	1.7738	-0.0317	2	31	57	0	0	2021	0	0
535	azim k.f. (2021)	"<table><tr><td>Authors:</td><td>azim k.f.; lasker t.; akter r.; hia m.m.; bhuiyan o.f.; hasan m.; hossain m.n.</td></tr><tr><td>Title:</td><td>combination of highly antigenic nucleoproteins to inaugurate a cross-reactive next generation vaccine candidate against arenaviridae family</td></tr><tr><td>Source:</td><td>heliyon, 7(5)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.heliyon.2021.e07022	-0.6875	0.1892	1	265	493	0	0	2021	0	0
536	hisham y. (2021)	"<table><tr><td>Authors:</td><td>hisham y.; ashhab y.; hwang s.-h.; kim d.-e.</td></tr><tr><td>Title:</td><td>identification of highly conserved sars-cov-2 antigenic epitopes with wide coverage using reverse vaccinology approach</td></tr><tr><td>Source:</td><td>viruses, 13(5)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3390/v13050787	-0.3051	0.016	1	328	482	1	0.4789	2021	1	0.4789
537	tahir ul qamar m. (2021a)	"<table><tr><td>Authors:</td><td>tahir ul qamar m.; ahmad s.; fatima i.; ahmad f.; shahid f.; naz a.; abbasi s.w.; khan a.; mirza m.u.; ashfaq u.a.; chen l.-l.</td></tr><tr><td>Title:</td><td>designing multi-epitope vaccine against staphylococcus aureus by employing subtractive proteomics, reverse vaccinology and immuno-informatics approaches</td></tr><tr><td>Source:</td><td>computers in biology and medicine, 132</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.compbiomed.2021.104389	-0.691	0.0909	1	340	922	14	6.705	2021	14	6.705
538	hwang w. (2021)	"<table><tr><td>Authors:</td><td>hwang w.; lei w.; katritsis n.m.; macmahon m.; chapman k.; han n.</td></tr><tr><td>Title:</td><td>current and prospective computational approaches and challenges for developing covid-19 vaccines</td></tr><tr><td>Source:</td><td>advanced drug delivery reviews, 172, 249-274</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.addr.2021.02.004	-0.704	0.6793	6	225	374	1	0.4789	2021	1	0.4789
539	uversky v.n. (2021)	"<table><tr><td>Authors:</td><td>uversky v.n.</td></tr><tr><td>Title:</td><td>on the irrationality of rational design of an hiv vaccine in light of protein intrinsic disorder</td></tr><tr><td>Source:</td><td>archives of virology, 166(5), 1283-1296</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1007/s00705-021-04984-5	0.6504	0.3811	5	105	162	1	0.4789	2021	1	0.4789
540	soltan m.a. (2021)	"<table><tr><td>Authors:</td><td>soltan m.a.; elbassiouny n.; gamal h.; elkaeed e.b.; eid r.a.; eldeen m.a.; al‐karmalawy a.a.</td></tr><tr><td>Title:</td><td>in silico prediction of a multitope vaccine against moraxella catarrhalis: reverse vaccinology and immunoinformatics</td></tr><tr><td>Source:</td><td>vaccines, 9(6)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3390/vaccines9060669	-0.8634	-0.1887	1	251	584	7	3.3525	2021	7	3.3525
542	ellul r.m. (2021)	"<table><tr><td>Authors:</td><td>ellul r.m.; kalatzis p.g.; frantzen c.; haugland g.t.; gulla s.; colquhoun d.j.; middelboe m.; wergeland h.i.; rønneseth a.</td></tr><tr><td>Title:</td><td>genomic analysis of pasteurella atlantica provides insight on its virulence factors and phylogeny and highlights the potential of reverse vaccinology in aquaculture</td></tr><tr><td>Source:</td><td>microorganisms, 9(6)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3390/microorganisms9061215	0.1318	-0.3642	3	359	724	1	0.4789	2021	1	0.4789
