id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
435	qamar m.t.u. (2020)	"<table><tr><td>Authors:</td><td>qamar m.t.u.; shokat z.; muneer i.; ashfaq u.a.; javed h.; anwar f.; bari a.; zahid b.; saari n.</td></tr><tr><td>Title:</td><td>multiepitope-based subunit vaccine design and evaluation against respiratory syncytial virus using reverse vaccinology approach</td></tr><tr><td>Source:</td><td>vaccines, 8(2), 1-27</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3390/vaccines8020288	0.8597	0.4275	21	5	22	3.4692	2020	22	3.4692
436	de brito r.c.f. (2020)	"<table><tr><td>Authors:</td><td>de brito r.c.f.; ruiz j.c.; cardoso j.m.o.; ostolin t.l.v.d.p.; reis l.e.s.; mathias f.a.s.; aguiar-soares r.d.o.; roatt b.m.; corrêa-oliveira r.; resende d.m.; reis a.b.</td></tr><tr><td>Title:</td><td>chimeric vaccines designed by immunoinformatics-activated polyfunctional and memory t cells that trigger protection against experimental visceral leishmaniasis</td></tr><tr><td>Source:</td><td>vaccines, 8(2)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3390/vaccines8020252	-0.4201	-0.8738	11	2	4	0.6308	2020	4	0.6308
437	hashemzadeh p. (2020)	"<table><tr><td>Authors:</td><td>hashemzadeh p.; rouzbahani a.k.; bandehpour m.; kheirandish f.; dariushnejad h.; mohamadi m.</td></tr><tr><td>Title:</td><td>designing a recombinant multiepitope vaccine against leishmania donovani based immunoinformatics approaches</td></tr><tr><td>Source:</td><td>minerva biotecnologica, 32(2), 52-57</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.23736/s1120-4826.20.02610-5	1.5934	0.117	8	1	0	0	2020	0	0
438	de la torre e.p. (2020)	"<table><tr><td>Authors:</td><td>de la torre e.p.; rodríguez-franco a.; rodríguez-ortega m.j.</td></tr><tr><td>Title:</td><td>proteomic and bioinformatic analysis of streptococcus suis human isolates: combined prediction of potential vaccine candidates</td></tr><tr><td>Source:</td><td>vaccines, 8(2)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3390/vaccines8020188	-0.2301	0.0167	33	4	5	0.7885	2020	5	0.7885
439	santoni d. (2020)	"<table><tr><td>Authors:</td><td>santoni d.; vergni d.</td></tr><tr><td>Title:</td><td>in the search of potential epitopes for wuhan seafood market pneumonia virus using high order nullomers</td></tr><tr><td>Source:</td><td>journal of immunological methods, 481-482</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.jim.2020.112787	0.8497	-0.7042	31	1	6	0.9462	2020	6	0.9462
440	fereshteh s. (2020)	"<table><tr><td>Authors:</td><td>fereshteh s.; abdoli s.; shahcheraghi f.; ajdary s.; nazari m.; badmasti f.</td></tr><tr><td>Title:</td><td>new putative vaccine candidates against acinetobacter baumannii using the reverse vaccinology method</td></tr><tr><td>Source:</td><td>microbial pathogenesis, 143</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.micpath.2020.104114	0.1305	0.5157	13	11	7	1.1038	2020	7	1.1038
441	patra p. (2020)	"<table><tr><td>Authors:</td><td>patra p.; mondal n.; patra b.c.; bhattacharya m.</td></tr><tr><td>Title:</td><td>epitope-based vaccine designing of nocardia asteroides targeting the virulence factor mce-family protein by immunoinformatics approach</td></tr><tr><td>Source:</td><td>international journal of peptide research and therapeutics, 26(2), 1165-1176</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1007/s10989-019-09921-4	0.085	-0.0596	14	4	5	0.7885	2020	5	0.7885
442	kaushik v. (2020)	"<table><tr><td>Authors:</td><td>kaushik v.</td></tr><tr><td>Title:</td><td>in silico identification of epitope-based peptide vaccine for nipah virus</td></tr><tr><td>Source:</td><td>international journal of peptide research and therapeutics, 26(2), 1147-1153</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1007/s10989-019-09917-0	0.1373	-0.2864	15	2	8	1.2615	2020	8	1.2615
443	barman a. (2020)	"<table><tr><td>Authors:</td><td>barman a.; deb b.; chakraborty s.</td></tr><tr><td>Title:</td><td>prediction of potential epitopes for peptide vaccine formulation against teschovirus a using immunoinformatics</td></tr><tr><td>Source:</td><td>international journal of peptide research and therapeutics, 26(2), 1137-1146</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1007/s10989-019-09916-1	0.592	-0.3802	26	1	0	0	2020	0	0
445	britton c. (2020)	"<table><tr><td>Authors:</td><td>britton c.; emery d.l.; mcneilly t.n.; nisbet a.j.; stear m.j.</td></tr><tr><td>Title:</td><td>the potential for vaccines against scour worms of small ruminants</td></tr><tr><td>Source:</td><td>international journal for parasitology, 50(8), 533-553</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.ijpara.2020.04.003	-0.6067	-0.6029	28	5	4	0.6308	2020	4	0.6308
446	khodadad n. (2020)	"<table><tr><td>Authors:</td><td>khodadad n.; seyedian s.s.; moattari a.; biparva haghighi s.; pirmoradi r.; abbasi s.; makvandi m.</td></tr><tr><td>Title:</td><td>in silico functional and structural characterization of hepatitis b virus pres/s-gene in iranian patients infected with chronic hepatitis b virus genotype d</td></tr><tr><td>Source:</td><td>heliyon, 6(7)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.heliyon.2020.e04332	1.4981	-0.1457	8	1	3	0.4731	2020	3	0.4731
447	mahmoudi z. (2020)	"<table><tr><td>Authors:</td><td>mahmoudi z.; rasooli i.; jahangiri a.; darvish alipour astaneh s.</td></tr><tr><td>Title:</td><td>prevention of nosocomial acinetobacter baumannii infections with a conserved immunogenic fimbrial protein</td></tr><tr><td>Source:</td><td>apmis, 128(7), 476-483</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1111/apm.13061	0.174	0.7382	13	8	5	0.7885	2020	5	0.7885
448	g s.k. (2020)	"<table><tr><td>Authors:</td><td>g s.k.; joshi a.; kaushik v.</td></tr><tr><td>Title:</td><td>t cell epitope designing for dengue peptide vaccine using docking and molecular simulation studies</td></tr><tr><td>Source:</td><td>molecular simulation, 46(10), 787-795</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1080/08927022.2020.1772970	1.513	-0.0238	8	1	5	0.7885	2020	5	0.7885
450	powell r.l. (2020)	"<table><tr><td>Authors:</td><td>powell r.l.; weiss s.; fox a.; liu x.; itri v.; jiang x.; luo c.c.; spencer d.a.; pandey s.; cheever t.; fuller d.h.; totrov m.; hessell a.j.; haigwood n.l.; kong x.-p.; zolla-pazner s.</td></tr><tr><td>Title:</td><td>an hiv vaccine targeting the v2 region of the hiv envelope induces a highly durable polyfunctional fc-mediated antibody response in rhesus macaques</td></tr><tr><td>Source:</td><td>journal of virology, 94(17)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1128/jvi.01175-20	-1.1065	-0.2995	3	1	3	0.4731	2020	3	0.4731
451	esmailnia e. (2020)	"<table><tr><td>Authors:</td><td>esmailnia e.; amani j.; gargari s.l.m.</td></tr><tr><td>Title:</td><td>identification of novel vaccine candidate against salmonella enterica serovar typhi by reverse vaccinology method and evaluation of its immunization</td></tr><tr><td>Source:</td><td>genomics, 112(5), 3374-3381</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.ygeno.2020.06.022	0.1099	0.2985	7	6	4	0.6308	2020	4	0.6308
452	shams n. (2020)	"<table><tr><td>Authors:</td><td>shams n.; shakarami gandabeh z.; nazifi n.; forouharmehr a.; jaydari a.; rashidian e.</td></tr><tr><td>Title:</td><td>computational design of different epitope-based vaccines against salmonella typhi</td></tr><tr><td>Source:</td><td>international journal of peptide research and therapeutics, 26(3), 1527-1539</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1007/s10989-019-09959-4	0.4457	0.6324	7	1	3	0.4731	2020	3	0.4731
453	gupta e. (2020)	"<table><tr><td>Authors:</td><td>gupta e.; gupta s.r.r.; niraj r.r.k.</td></tr><tr><td>Title:</td><td>identification of drug and vaccine target in mycobacterium leprae: a reverse vaccinology approach</td></tr><tr><td>Source:</td><td>international journal of peptide research and therapeutics, 26(3), 1313-1326</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1007/s10989-019-09936-x	0.7568	-0.1263	31	2	4	0.6308	2020	4	0.6308
454	gupta n. (2020a)	"<table><tr><td>Authors:</td><td>gupta n.; kumar a.</td></tr><tr><td>Title:</td><td>identification of potent vaccine candidates against campylobacter jejuni using immunoinformatics approach</td></tr><tr><td>Source:</td><td>international journal of peptide research and therapeutics, 26(3), 1303-1312</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1007/s10989-019-09933-0	0.7977	0.2123	16	2	2	0.3154	2020	2	0.3154
455	smiline girija a.s. (2020)	"<table><tr><td>Authors:</td><td>smiline girija a.s.</td></tr><tr><td>Title:</td><td>delineating the immuno-dominant antigenic vaccine peptides against gacs-sensor kinase in acinetobacter baumannii: an in silico investigational approach</td></tr><tr><td>Source:</td><td>frontiers in microbiology, 11</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3389/fmicb.2020.02078	-0.0326	0.7324	13	1	0	0	2020	0	0
456	huang d. (2020)	"<table><tr><td>Authors:</td><td>huang d.; abbott r.k.; havenar-daughton c.; skog p.d.; al-kolla r.; groschel b.; blane t.r.; menis s.; tran j.t.; thinnes t.c.; volpi s.a.; liguori a.; schiffner t.; villegas s.m.; kalyuzhniy o.; pintea m.; voss j.e.; phelps n.; tingle r.; rodriguez a.r.; martin g.; kupryianov s.; decamp a.; schief w.r.; nemazee d.; crotty s.</td></tr><tr><td>Title:</td><td>b cells expressing authentic naive human vrc01-class bcrs can be recruited to germinal centers and affinity mature in multiple independent mouse models</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america, 117(37), 22920-22931</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1073/pnas.2004489117	-0.4328	0.5688	18	3	10	1.5769	2020	10	1.5769
457	tahir ul qamar m. (2020)	"<table><tr><td>Authors:</td><td>tahir ul qamar m.; shahid f.; aslam s.; ashfaq u.a.; aslam s.; fatima i.; fareed m.m.; zohaib a.; chen l.-l.</td></tr><tr><td>Title:</td><td>reverse vaccinology assisted designing of multiepitope-based subunit vaccine against sars-cov-2</td></tr><tr><td>Source:</td><td>infectious diseases of poverty, 9(1)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1186/s40249-020-00752-w	0.8841	0.5292	21	2	26	4.1	2020	26	4.1
460	pizza m. (2020)	"<table><tr><td>Authors:</td><td>pizza m.; bekkat-berkani r.; rappuoli r.</td></tr><tr><td>Title:</td><td>vaccines against meningococcal diseases</td></tr><tr><td>Source:</td><td>microorganisms, 8(10), 1-21</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3390/microorganisms8101521	-1.0519	0.2551	4	3	19	2.9962	2020	19	2.9962
462	gupta n. (2020b)	"<table><tr><td>Authors:</td><td>gupta n.; kumar a.</td></tr><tr><td>Title:</td><td>designing an efficient multi-epitope vaccine against campylobacter jejuni using immunoinformatics and reverse vaccinology approach</td></tr><tr><td>Source:</td><td>microbial pathogenesis, 147</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.micpath.2020.104398	0.659	0.3762	1	3	7	1.1038	2020	7	1.1038
463	chaudhuri d. (2020)	"<table><tr><td>Authors:</td><td>chaudhuri d.; datta j.; majumder s.; giri k.</td></tr><tr><td>Title:</td><td>in silico designing of peptide based vaccine for hepatitis viruses using reverse vaccinology approach</td></tr><tr><td>Source:</td><td>infection, genetics and evolution, 84</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.meegid.2020.104388	0.6566	-0.1858	26	2	3	0.4731	2020	3	0.4731
464	santos junior m.n. (2020)	"<table><tr><td>Authors:</td><td>santos junior m.n.; santos r.s.; neves w.s.; fernandes j.m.; de brito guimarães b.c.; barbosa m.s.; silva l.s.c.; gomes c.p.; rezende i.s.; oliveira c.n.t.; de macêdo neres n.s.; campos g.b.; bastos b.l.; timenetsky j.; marques l.m.</td></tr><tr><td>Title:</td><td>immunoinformatics and analysis of antigen distribution of ureaplasma diversum strains isolated from different brazilian states</td></tr><tr><td>Source:</td><td>bmc veterinary research, 16(1)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1186/s12917-020-02602-1	2.0132	-1.2478	38	1	2	0.3154	2020	2	0.3154
467	imtiaz s.a. (2020)	"<table><tr><td>Authors:</td><td>imtiaz s.a.; saeed s.; munir s.; ashfaq u.a.</td></tr><tr><td>Title:</td><td>subtractive proteomics to identify targets for vaccine development against vancomycin-resistant</td></tr><tr><td>Source:</td><td>future microbiology, 15(18), 1723-1733</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.2217/fmb-2019-0341	1.4245	0.1427	8	1	0	0	2020	0	0
468	ros-lucas a. (2020)	"<table><tr><td>Authors:</td><td>ros-lucas a.; correa-fiz f.; bosch-camós l.; rodriguez f.; alonso-padilla j.</td></tr><tr><td>Title:</td><td>computational analysis of african swine fever virus protein space for the design of an epitope-based vaccine ensemble</td></tr><tr><td>Source:</td><td>pathogens, 9(12), 1-19</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3390/pathogens9121078	-0.2281	-0.1203	16	1	2	0.3154	2020	2	0.3154
469	vergni d. (2020)	"<table><tr><td>Authors:</td><td>vergni d.; gaudio r.; santoni d.</td></tr><tr><td>Title:</td><td>the farther the better: investigating how distance from human self affects the propensity of a peptide to be presented on cell surface by mhc class i molecules, the case of trypanosoma cruzi</td></tr><tr><td>Source:</td><td>plos one, 15(12 december)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1371/journal.pone.0243285	0.8342	-0.689	31	4	1	0.1577	2020	1	0.1577
470	dimitrov i. (2020)	"<table><tr><td>Authors:</td><td>dimitrov i.; zaharieva n.; doytchinova i.</td></tr><tr><td>Title:</td><td>bacterial immunogenicity prediction by machine learning methods</td></tr><tr><td>Source:</td><td>vaccines, 8(4), 1-10</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3390/vaccines8040709	0.3687	-0.4675	2	10	1	0.1577	2020	1	0.1577
474	luo t. (2020)	"<table><tr><td>Authors:</td><td>luo t.; patel j.g.; zhang x.; walker d.h.; mcbride j.w.</td></tr><tr><td>Title:</td><td>ehrlichia chaffeensis and e. canis hypothetical protein immunoanalysis reveals small secreted immunodominant proteins and conformation-dependent antibody epitopes</td></tr><tr><td>Source:</td><td>npj vaccines, 5(1)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1038/s41541-020-00231-1	0.9141	-0.0638	30	4	2	0.3154	2020	2	0.3154
477	shiragannavar s. (2020b)	"<table><tr><td>Authors:</td><td>shiragannavar s.; madagi s.; hosakeri j.; barot v.</td></tr><tr><td>Title:</td><td>in silico vaccine design against chlamydia trachomatis infection</td></tr><tr><td>Source:</td><td>network modeling analysis in health informatics and bioinformatics, 9(1)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1007/s13721-020-00243-w	-1.0347	-0.1214	17	3	3	0.4731	2020	3	0.4731
478	rasooli i. (2020)	"<table><tr><td>Authors:</td><td>rasooli i.; abdolhamidi r.; jahangiri a.; darvish alipour astaneh s.</td></tr><tr><td>Title:</td><td>outer membrane protein, oma87 prevents acinetobacter baumannii infection</td></tr><tr><td>Source:</td><td>international journal of peptide research and therapeutics, 26(4), 2653-2660</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1007/s10989-020-10056-0	0.1971	0.6824	13	7	15	2.3654	2020	15	2.3654
479	sikora a.e. (2020)	"<table><tr><td>Authors:</td><td>sikora a.e.; gomez c.; le van a.; baarda b.i.; darnell s.; martinez f.g.; zielke r.a.; bonventre j.a.; jerse a.e.</td></tr><tr><td>Title:</td><td>a novel gonorrhea vaccine composed of metq lipoprotein formulated with cpg shortens experimental murine infection</td></tr><tr><td>Source:</td><td>vaccine, 38(51), 8175-8184</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.vaccine.2020.10.077	-0.6714	0.2114	17	3	5	0.7885	2020	5	0.7885
480	khamassi m. (2020)	"<table><tr><td>Authors:</td><td>khamassi m.; xu l.; rey j.; duchemin m.; bouceba t.; tuffery p.; tudor d.; bomsel m.</td></tr><tr><td>Title:</td><td>the ch1a domain of mucosal gp41 iga contributes to antibody specificity and antiviral functions in hiv-1 highly exposed sero-negative individuals</td></tr><tr><td>Source:</td><td>plos pathogens, 16(12 december)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1371/journal.ppat.1009103	-1.5343	1.4465	23	1	2	0.3154	2020	2	0.3154
482	batool s. (2021)	"<table><tr><td>Authors:</td><td>batool s.; bin-t-abid d.; batool h.; shahid s.; saleem m.; khan a.u.; hamid a.; mahmood m.s.; ashraf n.m.</td></tr><tr><td>Title:</td><td>development of multi-epitope vaccine constructs for non-small cell lung cancer (nsclc) against usa human leukocyte antigen background: an immunoinformatic approach toward future vaccine designing</td></tr><tr><td>Source:</td><td>expert opinion on biological therapy, 21(11), 1525-1533</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/14712598.2021.1981285	2.5747	-0.0489	37	1	0	0	2021	0	0
484	machimbirike v.i. (2021)	"<table><tr><td>Authors:</td><td>machimbirike v.i.; pornputtapong n.; senapin s.; wangkahart e.; srisapoome p.; khunrae p.; rattanarojpong t.</td></tr><tr><td>Title:</td><td>a multi-epitope chimeric protein elicited a strong antibody response and partial protection against edwardsiella ictaluri in nile tilapia</td></tr><tr><td>Source:</td><td>journal of fish diseases</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1111/jfd.13525	0.3822	0.2822	7	5	0	0	2021	0	0
485	mustafa m.i. (2021)	"<table><tr><td>Authors:</td><td>mustafa m.i.; shantier s.w.; abdelmageed m.i.; makhawi a.m.</td></tr><tr><td>Title:</td><td>epitope-based peptide vaccine against bombali ebolavirus viral protein 40: an immunoinformatics combined with molecular docking studies</td></tr><tr><td>Source:</td><td>informatics in medicine unlocked, 25</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.imu.2021.100694	-0.3926	-0.3582	28	4	0	0	2021	0	0
487	azazi a. (2021)	"<table><tr><td>Authors:</td><td>azazi a.; haron f.n.; chua k.h.; lim y.a.l.; lee p.c.; chew c.h.</td></tr><tr><td>Title:</td><td>bioinformatics characterization of plasmodium knowlesi apical membrane antigen 1 (pkama1) for multi-epitope vaccine design</td></tr><tr><td>Source:</td><td>tropical biomedicine, 38(3), 265-275</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.47665/tb.38.3.067	0.1919	-0.5858	24	2	0	0	2021	0	0
489	prado l.c.d.s. (2021)	"<table><tr><td>Authors:</td><td>prado l.c.d.s.; giacchetto felice a.; rodrigues t.c.v.; tiwari s.; andrade b.s.; kato r.b.; oliveira c.j.f.; silva m.v.; barh d.; azevedo v.a.d.c.; jaiswal a.k.; soares s.d.c.</td></tr><tr><td>Title:</td><td>new putative therapeutic targets against serratia marcescens using reverse vaccinology and subtractive genomics</td></tr><tr><td>Source:</td><td>journal of biomolecular structure and dynamics</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/07391102.2021.1942211	-0.0826	0.4926	13	7	1	0.4789	2021	1	0.4789
491	felice a.g. (2021a)	"<table><tr><td>Authors:</td><td>felice a.g.; santos l.n.q.; kolossowski i.; zen f.l.; alves l.g.; rodrigues t.c.v.; prado l.c.s.; jaiswal a.k.; tiwari s.; miranda f.m.; ramos r.t.j.; azevedo v.; oliveira c.j.f.; benevides l.j.; soares s.c.</td></tr><tr><td>Title:</td><td>comparative genomics of bordetella pertussis and prediction of new vaccines and drug targets</td></tr><tr><td>Source:</td><td>journal of biomolecular structure and dynamics</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/07391102.2021.1940279	0.6372	0.945	1	2	0	0	2021	0	0
493	ambrose j.m. (2021)	"<table><tr><td>Authors:</td><td>ambrose j.m.; veeraraghavan v.p.; kullappan m.; chellapandiyan p.; mohan s.k.; manivel v.a.</td></tr><tr><td>Title:</td><td>comparison of immunological profiles of sars-cov-2 variants in the covid-19 pandemic trends: an immunoinformatics approach</td></tr><tr><td>Source:</td><td>antibiotics, 10(5)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3390/antibiotics10050535	0.8176	0.3115	21	1	3	1.4368	2021	3	1.4368
494	jia z. (2021)	"<table><tr><td>Authors:</td><td>jia z.; gong w.; liang y.; wu x.; zhao w.</td></tr><tr><td>Title:</td><td>prediction and analyses of hla-ii restricted mycobacterium tuberculosis cd4+ t cell epitopes in the chinese population</td></tr><tr><td>Source:</td><td>biotechnology and applied biochemistry</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1002/bab.2171	1.5166	0.3236	8	1	2	0.9579	2021	2	0.9579
496	jena m. (2021)	"<table><tr><td>Authors:</td><td>jena m.; kumar v.; kancharla s.; kolli p.</td></tr><tr><td>Title:</td><td>reverse vaccinology approach towards the in-silico multiepitope vaccine development against sars-cov-2</td></tr><tr><td>Source:</td><td>f1000research, 10</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.12688/f1000research.36371.1	1.5892	-0.0286	8	1	1	0.4789	2021	1	0.4789
497	xie j. (2021)	"<table><tr><td>Authors:</td><td>xie j.; zi w.; li z.; he y.</td></tr><tr><td>Title:</td><td>ontology-based precision vaccinology for deep mechanism understanding and precision vaccine development</td></tr><tr><td>Source:</td><td>current pharmaceutical design, 27(7), 900-910</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.2174/1381612826666201125112131	0.7503	0.17	21	6	1	0.4789	2021	1	0.4789
498	felice a.g. (2021b)	"<table><tr><td>Authors:</td><td>felice a.g.; alves l.g.; freitas a.s.f.; rodrigues t.c.v.; jaiswal a.k.; tiwari s.; gomes l.g.r.; miranda f.m.; ramos r.t.j.; azevedo v.; oliveira l.c.; oliveira c.j.; soares s.d.c.; benevides l.j.</td></tr><tr><td>Title:</td><td>pan-genomic analyses of 47 complete genomes of the rickettsia genus and prediction of new vaccine targets and virulence factors of the species</td></tr><tr><td>Source:</td><td>journal of biomolecular structure and dynamics</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/07391102.2021.1898473	-0.4049	-0.7944	11	2	0	0	2021	0	0
499	woolums a.r. (2021)	"<table><tr><td>Authors:</td><td>woolums a.r.; swiderski c.</td></tr><tr><td>Title:</td><td>new approaches to vaccinology made possible by advances in next generation sequencing, bioinformatics and protein modeling</td></tr><tr><td>Source:</td><td>current issues in molecular biology, 42, 605-634</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.21775/cimb.042.605	-0.1435	0.5624	12	8	0	0	2021	0	0
500	ma c. (2021)	"<table><tr><td>Authors:</td><td>ma c.; chen w.</td></tr><tr><td>Title:</td><td>where are we and how far is there to go in the development of an acinetobacter vaccine?</td></tr><tr><td>Source:</td><td>expert review of vaccines, 20(3), 281-295</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/14760584.2021.1887735	0.1876	0.7031	13	10	1	0.4789	2021	1	0.4789
502	ismail m. (2021)	"<table><tr><td>Authors:</td><td>ismail m.; sajid z.; ali a.; wu x.; muhammad s.a.; shaikh r.s.</td></tr><tr><td>Title:</td><td>prediction of prophylactic peptide vaccine candidates for human papillo-mavirus (hpv): immunoinformatics and reverse vaccinology approaches</td></tr><tr><td>Source:</td><td>current proteomics, 18(2), 178-192</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.2174/1570164617999200505095802	-0.1597	0.4765	10	4	0	0	2021	0	0
503	pandey r.k. (2021)	"<table><tr><td>Authors:</td><td>pandey r.k.; dikhit m.r.; lokhande k.b.; pandey k.; das p.; bimal s.</td></tr><tr><td>Title:</td><td>an immunoprophylactic evaluation of ld-odc derived hla-a0201 restricted peptides against visceral leishmaniasis</td></tr><tr><td>Source:</td><td>journal of biomolecular structure and dynamics</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/07391102.2021.1876773	-0.3921	-0.9686	11	1	0	0	2021	0	0
504	shankar u. (2021)	"<table><tr><td>Authors:</td><td>shankar u.; jain n.; mishra s.k.; sk m.f.; kar p.; kumar a.</td></tr><tr><td>Title:</td><td>mining of ebola virus genome for the construction of multi-epitope vaccine to combat its infection</td></tr><tr><td>Source:</td><td>journal of biomolecular structure and dynamics</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/07391102.2021.1874529	0.7467	-0.2769	19	2	2	0.9579	2021	2	0.9579
506	sarkar b. (2021)	"<table><tr><td>Authors:</td><td>sarkar b.; ullah m.a.; araf y.; das s.; rahman m.h.; moin a.t.</td></tr><tr><td>Title:</td><td>designing novel epitope-based polyvalent vaccines against herpes simplex virus-1 and 2 exploiting the immunoinformatics approach</td></tr><tr><td>Source:</td><td>journal of biomolecular structure and dynamics, 39(17), 6585-6605</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/07391102.2020.1803969	0.4479	0.3463	22	4	2	0.9579	2021	2	0.9579
507	enayatkhani m. (2021)	"<table><tr><td>Authors:</td><td>enayatkhani m.; hasaniazad m.; faezi s.; gouklani h.; davoodian p.; ahmadi n.; einakian m.a.; karmostaji a.; ahmadi k.</td></tr><tr><td>Title:</td><td>reverse vaccinology approach to design a novel multi-epitope vaccine candidate against covid-19: an in silico study</td></tr><tr><td>Source:</td><td>journal of biomolecular structure and dynamics, 39(8), 2857-2872</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/07391102.2020.1756411	0.8538	0.4629	21	5	110	52.682	2021	110	52.682
508	rappuoli r. (2021)	"<table><tr><td>Authors:</td><td>rappuoli r.; de gregorio e.; giudice g.d.; phogat s.; pecetta s.; pizza m.; hanon e.</td></tr><tr><td>Title:</td><td>vaccinology in the post−covid-19 era</td></tr><tr><td>Source:</td><td>proceedings of the national academy of sciences of the united states of america, 118(3)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1073/pnas.2020368118	-0.491	0.6037	18	2	12	5.7471	2021	12	5.7471
509	wang w. (2021)	"<table><tr><td>Authors:</td><td>wang w.; liu j.; guo s.; liu l.; yuan q.; guo l.; pan s.</td></tr><tr><td>Title:</td><td>identification of vibrio parahaemolyticus and vibrio spp. specific outer membrane proteins by reverse vaccinology and surface proteome</td></tr><tr><td>Source:</td><td>frontiers in microbiology, 11</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3389/fmicb.2020.625315	-0.2001	0.4808	12	2	0	0	2021	0	0
